timestamp,open,high,low,close,volume
2019-03-08,171.5650,175.3500,171.5650,175.0300,14674221
2019-03-07,180.9100,181.8000,176.7300,177.3200,16488914
2019-03-06,184.3800,185.5900,183.0200,184.1700,10009110
2019-03-05,186.9400,188.0800,185.0000,185.0000,11513174
2019-03-04,186.0000,187.3400,184.4600,187.2500,14761686
2019-03-01,185.0900,186.9000,183.3800,183.8800,14348493
2019-02-28,183.0100,184.3000,181.4700,183.0300,12370403
2019-02-27,181.7200,184.9300,180.8800,184.5800,16741572
2019-02-26,179.7900,184.3500,179.3700,183.5400,13870985
2019-02-25,181.2600,183.7200,180.7300,183.2500,22831795
2019-02-22,172.8000,177.0200,172.5200,176.9200,16175610
2019-02-21,171.0000,171.7800,169.8000,171.6600,8434769
2019-02-20,171.0000,172.6800,170.6100,170.7100,12454903
2019-02-19,166.9800,171.1500,166.5000,170.1800,12982304
2019-02-15,168.6100,168.7700,165.4100,166.1500,12099523
2019-02-14,167.6400,168.5000,166.6100,168.3800,8722094
2019-02-13,169.9100,171.0500,168.9900,169.4000,8661819
2019-02-12,169.6000,170.4900,168.6100,168.7100,8594401
2019-02-11,168.8500,170.3300,167.4500,167.4500,7260318
2019-02-08,163.8300,167.6500,163.7500,167.3600,8331463
2019-02-07,169.1600,169.6100,164.3360,166.9600,11911130
2019-02-06,171.8600,173.0900,169.9900,171.5200,11267804
2019-02-05,168.5500,171.9500,168.0000,171.8300,12801793
2019-02-04,166.3200,167.5500,165.6100,166.7000,7380402
2019-02-01,168.0000,169.4000,167.6300,167.9700,10771453
2019-01-31,167.8000,169.7300,165.7000,168.4900,21219504
2019-01-30,161.2900,167.8400,160.5000,166.8200,36997728
2019-01-29,159.0400,160.3746,155.9200,156.8800,18348230
2019-01-28,157.8000,159.6900,155.3000,158.9200,10141096
2019-01-25,158.9100,160.5000,157.4300,159.2100,16459555
2019-01-24,151.4700,156.0000,151.2100,155.8600,10997894
2019-01-23,154.6500,155.1800,150.9500,152.0300,10195792
2019-01-22,154.4000,155.4400,150.2069,152.1500,21294975
2019-01-18,158.4500,159.4900,154.7300,157.0200,19611360
2019-01-17,152.1100,158.5500,151.9000,155.9700,16153189
2019-01-16,152.8100,155.3900,151.5000,154.8400,14810795
2019-01-15,150.6800,154.1700,149.9643,150.8800,15003064
2019-01-14,148.5000,150.5700,146.5400,149.2700,13356749
2019-01-11,151.8300,153.3800,150.1401,151.3200,9589415
2019-01-10,149.8100,152.0300,148.8800,151.6900,14221099
2019-01-09,149.8900,153.3500,148.5000,151.9200,20214074
2019-01-08,145.0000,147.5500,142.0600,146.7900,16487647
2019-01-07,140.5500,144.0800,139.0100,143.1000,17238999
2019-01-04,134.2600,141.0800,133.6600,139.7500,22845435
2019-01-03,134.2700,134.8699,129.8300,130.6000,19531256
2019-01-02,134.1300,137.7488,133.0300,136.7000,16708377
2018-12-31,141.8300,142.0200,136.0400,137.0700,11186358
2018-12-28,139.2000,140.9800,136.7900,139.0900,11955273
2018-12-27,135.0500,138.4500,133.8900,138.4500,11457388
2018-12-26,132.8700,138.0200,130.1800,138.0000,14862443
2018-12-24,130.0000,134.5700,129.7700,131.8900,11240722
2018-12-21,137.0800,137.1900,130.2300,132.0000,28790626
2018-12-20,135.8300,137.7550,132.9100,135.1100,24103820
2018-12-19,141.0400,141.3250,135.7300,137.1400,27657760
2018-12-18,144.2800,144.7500,140.1100,140.8200,17846648
2018-12-17,146.5000,147.9400,142.2400,143.9800,15788110
2018-12-14,147.7100,150.7000,145.7200,149.0000,15560693
2018-12-13,153.0500,153.4600,150.5200,151.4800,12255795
2018-12-12,155.2400,156.1700,151.4300,151.5000,16619239
2018-12-11,155.2600,156.2400,150.9000,151.8300,13651857
2018-12-10,150.3900,152.8100,147.4800,151.4300,15525490
2018-12-07,155.4000,158.0500,151.7300,153.0600,17447930
2018-12-06,153.0000,155.8700,150.5100,155.8300,25335464
2018-12-04,164.8800,164.9800,156.4600,158.3400,22198642
2018-12-03,168.6400,168.8000,163.5100,163.7400,31078508
2018-11-30,157.9000,160.8600,156.7201,160.8600,35071161
2018-11-29,158.0800,159.0000,153.5400,156.2800,20532236
2018-11-28,159.0100,159.8000,155.2600,159.3400,20767058
2018-11-27,154.6400,157.9400,153.5802,156.4600,17911799
2018-11-26,153.2100,156.5300,152.3700,156.0100,16152683
2018-11-23,147.3000,151.1700,147.0000,150.3300,7437479
2018-11-21,149.0600,151.4800,148.6500,149.4100,14718565
2018-11-20,144.4800,148.0700,142.8200,145.9800,19473181
2018-11-19,152.0200,153.2100,148.7700,149.5300,18087831
2018-11-16,155.0400,155.8000,152.1423,154.1000,20039383
2018-11-15,152.9000,157.4000,150.8900,156.2200,30083471
2018-11-14,150.2100,152.1500,148.4400,150.4400,21785982
2018-11-13,144.8300,149.9400,143.9100,146.9800,19575072
2018-11-12,145.0100,146.4060,139.9700,142.8200,16516466
2018-11-09,145.5700,145.7200,142.4800,144.8500,16220003
2018-11-08,150.9900,151.8800,146.6900,148.9900,17067089
2018-11-07,150.7700,152.8000,148.9400,152.5000,17884385
2018-11-06,145.8700,149.9600,145.3250,147.4400,17849812
2018-11-05,146.2200,149.3700,144.2300,144.6400,16197269
2018-11-02,152.5600,154.3600,146.2800,147.5900,45985757
2018-11-01,144.9800,152.3175,138.6200,151.2500,47039304
2018-10-31,141.3500,142.6500,139.1400,142.2800,23654569
2018-10-30,132.2800,136.4000,130.0600,136.3300,25230037
2018-10-29,142.4200,144.0000,131.3600,133.3800,35121699
2018-10-26,139.0000,145.8293,138.5500,142.8700,19476905
2018-10-25,142.5000,144.9100,141.0100,144.6000,13655058
2018-10-24,145.1800,146.6900,139.3400,139.6100,18512321
2018-10-23,143.2200,147.5100,142.6200,146.6500,19950477
2018-10-22,148.9900,150.2000,146.1000,148.8000,22589283
2018-10-19,145.3400,146.7700,142.6100,142.9300,14855111
2018-10-18,145.8500,146.2800,140.8000,142.0200,20618895
2018-10-17,150.6800,150.6800,146.3700,148.1400,16872420
2018-10-16,145.7100,149.7600,145.2600,149.6000,18365917
2018-10-15,144.7700,145.6900,142.3000,144.1600,18567106
2018-10-12,148.6200,149.0000,144.5200,147.2900,30764436
