timestamp,open,high,low,close,volume
2019-03-08,101.9900,103.2300,101.9900,103.0100,10582371
2019-03-07,103.2500,103.4700,102.1600,102.9700,12705739
2019-03-06,103.8600,104.5700,103.5500,103.7200,9070782
2019-03-05,104.1300,104.5500,103.2600,104.1100,10856646
2019-03-04,104.9200,105.9155,103.2668,104.1900,12466285
2019-03-01,105.1000,105.9050,104.2000,104.4300,13813310
2019-02-28,105.0100,105.2100,104.1800,104.3600,15156850
2019-02-27,105.1800,105.3800,104.5050,105.1600,9968822
2019-02-26,104.5000,105.4700,103.9400,105.2900,15465393
2019-02-25,105.7500,107.2700,105.6900,106.1000,11230679
2019-02-22,105.7000,106.0900,104.7750,105.0000,10647258
2019-02-21,105.4500,105.9900,104.9600,105.4700,8400075
2019-02-20,105.2100,105.8000,104.8750,105.6900,10030326
2019-02-19,104.9100,105.3700,103.8100,105.1800,12764888
2019-02-15,103.9000,105.7000,103.6600,105.5500,14716861
2019-02-14,102.4700,103.1000,101.3500,102.4200,11518530
2019-02-13,102.9000,103.8500,102.9000,103.0900,10754061
2019-02-12,101.9500,102.9200,101.8900,102.6000,12852252
2019-02-11,101.7600,102.0100,100.7710,100.8800,10978516
2019-02-08,102.0800,102.3350,100.0600,101.3600,12892562
2019-02-07,103.2500,103.5000,101.4400,102.3800,13177489
2019-02-06,103.7100,104.6200,103.4650,103.7400,8744957
2019-02-05,104.5200,104.5500,103.2900,103.7900,12762982
2019-02-04,103.7900,104.2500,103.0100,104.2500,9871549
2019-02-01,104.0000,104.8455,103.5200,103.8800,13000780
2019-01-31,103.4100,103.8000,102.7300,103.5000,17520551
2019-01-30,104.1400,105.2400,103.7800,104.4100,12526274
2019-01-29,103.8800,105.1100,103.7301,104.1700,9743271
2019-01-28,102.8900,104.2400,102.5900,103.8800,12283089
2019-01-25,103.5100,104.3100,102.7400,103.3900,14412559
2019-01-24,102.1300,103.0900,101.9400,102.7400,11296764
2019-01-23,103.4400,103.7000,101.9650,102.6800,12146678
2019-01-22,103.0800,103.5900,102.1300,102.9400,17083681
2019-01-18,103.7700,104.9000,102.8300,104.5900,16428710
2019-01-17,102.1100,103.5000,101.9208,102.9200,14247564
2019-01-16,102.2500,103.4500,101.8000,102.5000,18532952
2019-01-15,98.8900,102.4700,98.6000,101.6800,26504852
2019-01-14,98.8700,101.3600,98.6600,100.9400,21258458
2019-01-11,99.8900,100.1700,98.9500,99.9100,15439850
2019-01-10,100.0200,100.7300,99.2700,100.3900,14376430
2019-01-09,100.8100,101.4900,99.9300,100.4000,14230331
2019-01-08,101.6300,101.8200,99.5450,100.5700,13578777
2019-01-07,100.4300,101.4700,99.7103,100.7600,15430712
2019-01-04,99.1100,100.9300,98.2800,100.6900,16935205
2019-01-03,98.6400,98.8900,96.6900,97.1100,16286426
2019-01-02,95.9500,99.7800,95.9400,99.3100,15670850
2018-12-31,97.5900,98.8085,96.7700,97.6200,13237180
2018-12-28,97.9500,98.3200,96.4400,96.8300,17963271
2018-12-27,94.8200,97.1500,93.5500,97.0400,20304683
2018-12-26,92.6900,95.9600,91.1100,95.9600,22542900
2018-12-24,92.8900,94.2200,92.1400,92.1400,17009280
2018-12-21,96.6800,98.4300,93.6850,94.1700,41313933
2018-12-20,96.6100,98.2800,95.6900,96.4500,31825218
2018-12-19,98.4100,100.5800,96.6000,97.2900,28767868
2018-12-18,99.4200,100.8900,98.1200,98.5400,20837150
2018-12-17,99.7700,100.5600,98.4350,99.0100,25113534
2018-12-14,99.9900,101.9400,99.8600,100.2900,19879525
2018-12-13,101.5500,101.9700,100.6700,101.1200,17250942
2018-12-12,101.6600,102.9000,100.0603,101.0200,22621487
2018-12-11,103.1300,103.6600,100.2100,100.3700,16860677
2018-12-10,102.8700,103.4900,99.2800,101.3600,23636429
2018-12-07,105.1600,106.9817,102.9100,103.2900,19248595
2018-12-06,105.0100,105.3600,102.8800,105.1900,27213946
2018-12-04,111.6000,111.6000,106.7300,107.2300,23555940
2018-12-03,112.3800,112.8900,111.7400,112.2400,16033180
2018-11-30,109.8500,111.3200,109.5800,111.1900,18652718
2018-11-29,110.2700,110.7950,109.6350,110.0600,11144347
2018-11-28,109.8000,111.4000,108.8700,110.9400,13977257
2018-11-27,108.7600,110.0300,108.6300,109.7200,9238176
2018-11-26,107.7200,109.9800,107.4500,109.2600,13948285
2018-11-23,106.7400,107.3900,106.0600,106.6500,6488406
2018-11-21,109.0300,109.6100,107.6400,107.6400,10619625
2018-11-20,109.7800,110.4900,107.9800,108.4500,18936153
2018-11-19,109.9600,111.2000,109.5282,110.8300,13986991
2018-11-16,109.4500,110.7600,108.5500,109.9900,13798551
2018-11-15,108.2400,110.0800,106.8100,110.0700,19099954
2018-11-14,110.2300,110.7100,105.9836,107.3300,18361433
2018-11-13,109.1000,111.1200,109.1000,109.5900,13746059
2018-11-12,111.4200,111.9400,108.6000,108.9500,13279671
2018-11-09,112.2300,112.3600,110.8300,111.2900,10432161
2018-11-08,111.0100,112.9250,111.0000,112.3800,11662499
2018-11-07,110.3700,111.7300,109.3500,111.4800,12679585
2018-11-06,108.6700,109.6700,107.7600,109.6000,10824959
